Model already exists: ../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl
Loading the pre-trained diffusion model from "../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl"...
cherish
4
torch.Size([12])
teacher now
torch.Size([3])
/home/zeus/miniconda3/envs/cloudspace/lib/python3.9/site-packages/torch/distributed/distributed_c10d.py:4631: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user. 
  warnings.warn(  # warn only once
Total parameters in U-Net:      60417164
Setting up optimizer...
Training for 200 kimg...

Step: 0 | Loss-mean: 1131.86596680 | loss-std:  15.11037064
Step: 1 | Loss-mean:  85.26632690 | loss-std:   1.59069192
Step: 2 | Loss-mean:  15.83986187 | loss-std:   4.06268167
Step: 0 | Loss-mean: 1112.37011719 | loss-std:  13.96876335
Step: 1 | Loss-mean:  85.10705566 | loss-std:   1.62825966
Step: 2 | Loss-mean:  19.69567871 | loss-std:   3.84525347
tick 28    kimg 28.9      time 31m 58s      sec/tick 67.4    sec/kimg 65.80   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1114.27026367 | loss-std:  14.68335915
Step: 1 | Loss-mean:  86.86010742 | loss-std:   1.61263561
Step: 2 | Loss-mean:  25.24042892 | loss-std:   9.28794003
Step: 0 | Loss-mean: 1112.60742188 | loss-std:  13.81050873
Step: 1 | Loss-mean:  85.38163757 | loss-std:   1.55882752
Step: 2 | Loss-mean:  19.28376389 | loss-std:   6.05467796
Step: 0 | Loss-mean: 1114.18041992 | loss-std:  15.36819649
Step: 1 | Loss-mean:  85.56225586 | loss-std:   1.66243076
Step: 2 | Loss-mean:  19.05055237 | loss-std:   5.11115408
Step: 0 | Loss-mean: 1114.02648926 | loss-std:  14.41386986
Step: 1 | Loss-mean:  85.72592163 | loss-std:   1.81297886
Step: 2 | Loss-mean:  21.69046211 | loss-std:   6.67135000
tick 29    kimg 30.0      time 33m 06s      sec/tick 67.3    sec/kimg 65.74   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1112.65673828 | loss-std:  14.75551319
Step: 1 | Loss-mean:  84.64773560 | loss-std:   1.69645643
Step: 2 | Loss-mean:  18.58547020 | loss-std:   5.27588892
Step: 0 | Loss-mean: 1112.52294922 | loss-std:  14.93423939
Step: 1 | Loss-mean:  84.02188110 | loss-std:   1.66346502
Step: 2 | Loss-mean:  19.43004608 | loss-std:   5.17910957
Step: 0 | Loss-mean: 1113.02185059 | loss-std:  14.14411354
Step: 1 | Loss-mean:  83.68957520 | loss-std:   1.64066041
Step: 2 | Loss-mean:  18.51390266 | loss-std:   5.79904175
Step: 0 | Loss-mean: 1109.46728516 | loss-std:  14.94658089
Step: 1 | Loss-mean:  82.89237976 | loss-std:   1.69301426
Step: 2 | Loss-mean:  17.60252190 | loss-std:   5.73328543
tick 30    kimg 31.0      time 34m 13s      sec/tick 67.4    sec/kimg 65.79   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1110.55126953 | loss-std:  14.40844917
Step: 1 | Loss-mean:  82.62211609 | loss-std:   1.55401349
Step: 2 | Loss-mean:  17.50545883 | loss-std:   5.06241322
Step: 0 | Loss-mean: 1113.43041992 | loss-std:  14.40859127
Step: 1 | Loss-mean:  82.51638031 | loss-std:   1.54646504
Step: 2 | Loss-mean:  17.53202057 | loss-std:   4.70686436
Step: 0 | Loss-mean: 1110.36328125 | loss-std:  15.06060791
Step: 1 | Loss-mean:  81.90176392 | loss-std:   1.62552643
Step: 2 | Loss-mean:  17.26838303 | loss-std:   5.29729128
Step: 0 | Loss-mean: 1108.65185547 | loss-std:  14.23872185
Step: 1 | Loss-mean:  81.57901001 | loss-std:   1.65514350
Step: 2 | Loss-mean:  18.44169044 | loss-std:   5.03320408
tick 31    kimg 32.0      time 35m 20s      sec/tick 67.4    sec/kimg 65.78   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1109.31054688 | loss-std:  15.00713539
Step: 1 | Loss-mean:  81.25955200 | loss-std:   1.65838218
Step: 2 | Loss-mean:  16.53558731 | loss-std:   5.05650663
Step: 0 | Loss-mean: 1108.75561523 | loss-std:  14.32998085
Step: 1 | Loss-mean:  80.97756958 | loss-std:   1.58225691
Step: 2 | Loss-mean:  16.56484222 | loss-std:   5.27571630
Step: 0 | Loss-mean: 1108.38684082 | loss-std:  14.77709675
Step: 1 | Loss-mean:  80.63565063 | loss-std:   1.64743197
Step: 2 | Loss-mean:  17.80943489 | loss-std:   4.57500744
Step: 0 | Loss-mean: 1108.36621094 | loss-std:  15.79651070
Step: 1 | Loss-mean:  80.32122803 | loss-std:   1.73583472
Step: 2 | Loss-mean:  16.20800781 | loss-std:   4.85741186
tick 32    kimg 33.0      time 36m 28s      sec/tick 67.4    sec/kimg 65.83   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1109.75378418 | loss-std:  14.28920650
Step: 1 | Loss-mean:  80.21713257 | loss-std:   1.58541894
Step: 2 | Loss-mean:  17.25555992 | loss-std:   5.40984726
Step: 0 | Loss-mean: 1108.37158203 | loss-std:  15.09489155
Step: 1 | Loss-mean:  79.96359253 | loss-std:   1.63203681
Step: 2 | Loss-mean:  21.03841209 | loss-std:   5.33070421
Step: 0 | Loss-mean: 1107.96484375 | loss-std:  15.81820583
Step: 1 | Loss-mean:  79.44828033 | loss-std:   1.70563745
Step: 2 | Loss-mean:  17.33913040 | loss-std:   3.83514857
Step: 0 | Loss-mean: 1108.41064453 | loss-std:  13.27515221
Step: 1 | Loss-mean:  79.48519897 | loss-std:   1.52134645
Step: 2 | Loss-mean:  19.51323318 | loss-std:   6.04769325
tick 33    kimg 34.0      time 37m 35s      sec/tick 67.3    sec/kimg 65.76   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1109.84228516 | loss-std:  14.20253468
Step: 1 | Loss-mean:  79.15721130 | loss-std:   1.62763584
Step: 2 | Loss-mean:  17.72672844 | loss-std:   4.56565809
Step: 0 | Loss-mean: 1108.28356934 | loss-std:  15.66598129
Step: 1 | Loss-mean:  78.66695404 | loss-std:   1.64448750
Step: 2 | Loss-mean:  17.42825508 | loss-std:   4.44619370
Step: 0 | Loss-mean: 1109.44311523 | loss-std:  14.43722534
Step: 1 | Loss-mean:  78.49909973 | loss-std:   1.64684868
Step: 2 | Loss-mean:  17.50743484 | loss-std:   4.90004301
Step: 0 | Loss-mean: 1108.07788086 | loss-std:  14.68027306
Step: 1 | Loss-mean:  78.07624054 | loss-std:   1.73027384
Step: 2 | Loss-mean:  16.40183640 | loss-std:   5.33072662
tick 34    kimg 35.1      time 38m 43s      sec/tick 67.4    sec/kimg 65.85   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1106.81494141 | loss-std:  12.76200962
Step: 1 | Loss-mean:  77.77919006 | loss-std:   1.48657155
Step: 2 | Loss-mean:  16.47081566 | loss-std:   4.92107916
Step: 0 | Loss-mean: 1108.78417969 | loss-std:  14.91496181
Step: 1 | Loss-mean:  77.38275909 | loss-std:   1.68926907
Step: 2 | Loss-mean:  15.59710598 | loss-std:   4.26844406
Step: 0 | Loss-mean: 1106.08142090 | loss-std:  13.95429802
Step: 1 | Loss-mean:  77.04512787 | loss-std:   1.62218440
Step: 2 | Loss-mean:  18.60151672 | loss-std:   5.68916130
Step: 0 | Loss-mean: 1106.05505371 | loss-std:  13.79861832
Step: 1 | Loss-mean:  76.92441559 | loss-std:   1.72160470
Step: 2 | Loss-mean:  18.46185684 | loss-std:   4.58828688
tick 35    kimg 36.1      time 39m 50s      sec/tick 67.4    sec/kimg 65.77   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1106.41674805 | loss-std:  14.95443630
Step: 1 | Loss-mean:  76.60653687 | loss-std:   1.75433493
Step: 2 | Loss-mean:  16.28264046 | loss-std:   4.82311535
Step: 0 | Loss-mean: 1106.44042969 | loss-std:  14.10546303
Step: 1 | Loss-mean:  76.23922729 | loss-std:   1.55749059
Step: 2 | Loss-mean:  16.42147255 | loss-std:   5.21227932
Step: 0 | Loss-mean: 1107.30261230 | loss-std:  14.49076462
Step: 1 | Loss-mean:  76.03047180 | loss-std:   1.58085096
Step: 2 | Loss-mean:  16.52388382 | loss-std:   3.75249124
Step: 0 | Loss-mean: 1104.45996094 | loss-std:  14.77864265
Step: 1 | Loss-mean:  75.75731659 | loss-std:   1.79517412
Step: 2 | Loss-mean:  15.95597839 | loss-std:   5.14131355
tick 36    kimg 37.1      time 40m 57s      sec/tick 67.4    sec/kimg 65.81   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1103.93762207 | loss-std:  14.14005280
Step: 1 | Loss-mean:  75.59690094 | loss-std:   1.59711313
Step: 2 | Loss-mean:  17.29519463 | loss-std:   3.88497591
Step: 0 | Loss-mean: 1105.69079590 | loss-std:  12.88517761
Step: 1 | Loss-mean:  75.45957947 | loss-std:   1.58746028
Step: 2 | Loss-mean:  17.36454391 | loss-std:   5.60391760
Step: 0 | Loss-mean: 1103.51831055 | loss-std:  14.48473072
Step: 1 | Loss-mean:  74.65011597 | loss-std:   1.58137167
Step: 2 | Loss-mean:  16.71623611 | loss-std:   3.89539385
Step: 0 | Loss-mean: 1104.33728027 | loss-std:  13.80923367
Step: 1 | Loss-mean:  74.44708252 | loss-std:   1.57068694
Step: 2 | Loss-mean:  16.38019562 | loss-std:   4.59778643
tick 37    kimg 38.1      time 42m 05s      sec/tick 67.4    sec/kimg 65.82   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1103.82958984 | loss-std:  13.69306087
Step: 1 | Loss-mean:  74.16691589 | loss-std:   1.61145079
Step: 2 | Loss-mean:  15.65359020 | loss-std:   4.04146576
Step: 0 | Loss-mean: 1104.04101562 | loss-std:  14.52752113
Step: 1 | Loss-mean:  73.92815399 | loss-std:   1.65635037
Step: 2 | Loss-mean:  16.79207420 | loss-std:   4.84594393
Step: 0 | Loss-mean: 1104.47045898 | loss-std:  14.10001087
Step: 1 | Loss-mean:  73.63449097 | loss-std:   1.59982312
Step: 2 | Loss-mean:  19.07701874 | loss-std:   4.06226015
Step: 0 | Loss-mean: 1104.36499023 | loss-std:  14.09729099
Step: 1 | Loss-mean:  73.20561981 | loss-std:   1.57945359
Step: 2 | Loss-mean:  15.44315243 | loss-std:   4.24385405
tick 38    kimg 39.2      time 43m 12s      sec/tick 67.4    sec/kimg 65.86   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1103.79284668 | loss-std:  15.22204590
Step: 1 | Loss-mean:  72.88841248 | loss-std:   1.82763433
Step: 2 | Loss-mean:  15.03495216 | loss-std:   4.06814575
Step: 0 | Loss-mean: 1103.96826172 | loss-std:  14.56802177
Step: 1 | Loss-mean:  72.71206665 | loss-std:   1.61070657
Step: 2 | Loss-mean:  17.78468323 | loss-std:   4.05534744
Step: 0 | Loss-mean: 1101.94213867 | loss-std:  13.21285725
Step: 1 | Loss-mean:  72.29386139 | loss-std:   1.60056579
Step: 2 | Loss-mean:  19.88889885 | loss-std:   5.30818081
Step: 0 | Loss-mean: 1102.19433594 | loss-std:  14.24400806
Step: 1 | Loss-mean:  71.94613647 | loss-std:   1.61359465
Step: 2 | Loss-mean:  15.66182709 | loss-std:   3.87989402
tick 39    kimg 40.2      time 44m 20s      sec/tick 67.4    sec/kimg 65.85   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1101.65246582 | loss-std:  14.77797604
Step: 1 | Loss-mean:  71.57121277 | loss-std:   1.60146832
Step: 2 | Loss-mean:  16.39600372 | loss-std:   4.17424726
Step: 0 | Loss-mean: 1102.80480957 | loss-std:  14.45354271
Step: 1 | Loss-mean:  71.44367981 | loss-std:   1.68475604
Step: 2 | Loss-mean:  16.31950760 | loss-std:   4.51954412
Step: 0 | Loss-mean: 1103.52026367 | loss-std:  14.93813133
Step: 1 | Loss-mean:  71.33645630 | loss-std:   1.66824663
Step: 2 | Loss-mean:  16.44772339 | loss-std:   4.94583941
Step: 0 | Loss-mean: 1101.91528320 | loss-std:  14.72551727
Step: 1 | Loss-mean:  70.76617432 | loss-std:   1.53036165
Step: 2 | Loss-mean:  14.31150436 | loss-std:   3.03295851
tick 40    kimg 41.2      time 45m 27s      sec/tick 67.4    sec/kimg 65.83   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1103.99023438 | loss-std:  14.35132313
Step: 1 | Loss-mean:  70.70768738 | loss-std:   1.71260393
Step: 2 | Loss-mean:  16.12501144 | loss-std:   4.68060255
Step: 0 | Loss-mean: 1101.99572754 | loss-std:  14.63295650
Step: 1 | Loss-mean:  70.43270111 | loss-std:   1.70585811
Step: 2 | Loss-mean:  16.24723053 | loss-std:   3.22000790
Step: 0 | Loss-mean: 1102.45874023 | loss-std:  15.78993130
Step: 1 | Loss-mean:  70.37439728 | loss-std:   1.77414024
Step: 2 | Loss-mean:  17.23664474 | loss-std:   4.54255867
Step: 0 | Loss-mean: 1100.56494141 | loss-std:  13.18749905
Step: 1 | Loss-mean:  70.00082397 | loss-std:   1.49718869
Step: 2 | Loss-mean:  19.75928497 | loss-std:   4.35108232
tick 41    kimg 42.2      time 46m 35s      sec/tick 67.5    sec/kimg 65.87   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1101.33300781 | loss-std:  14.96434498
Step: 1 | Loss-mean:  69.78825378 | loss-std:   1.70509708
Step: 2 | Loss-mean:  16.83356857 | loss-std:   4.99801826
Step: 0 | Loss-mean: 1098.96215820 | loss-std:  15.69079113
Step: 1 | Loss-mean:  69.18443298 | loss-std:   1.84798825
Step: 2 | Loss-mean:  15.78671074 | loss-std:   4.15341616
Step: 0 | Loss-mean: 1102.08837891 | loss-std:  14.49243450
Step: 1 | Loss-mean:  69.18180084 | loss-std:   1.83423996
Step: 2 | Loss-mean:  15.06892014 | loss-std:   4.44882250
Step: 0 | Loss-mean: 1101.13024902 | loss-std:  13.61155319
Step: 1 | Loss-mean:  68.65732574 | loss-std:   1.61485064
Step: 2 | Loss-mean:  15.85423851 | loss-std:   3.63406920
tick 42    kimg 43.3      time 47m 42s      sec/tick 67.5    sec/kimg 65.92   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1100.00708008 | loss-std:  13.61998177
Step: 1 | Loss-mean:  68.14567566 | loss-std:   1.53094709
Step: 2 | Loss-mean:  16.57956314 | loss-std:   4.37812376
Step: 0 | Loss-mean: 1099.74011230 | loss-std:  14.58642006
Step: 1 | Loss-mean:  68.21279144 | loss-std:   1.56716681
Step: 2 | Loss-mean:  18.03348351 | loss-std:   3.91027641
Step: 0 | Loss-mean: 1100.89355469 | loss-std:  15.44719505
Step: 1 | Loss-mean:  67.87257385 | loss-std:   1.81409645
Step: 2 | Loss-mean:  15.99686813 | loss-std:   4.04007483
Step: 0 | Loss-mean: 1099.20727539 | loss-std:  14.01408195
Step: 1 | Loss-mean:  67.19973755 | loss-std:   1.56357443
Step: 2 | Loss-mean:  14.94402313 | loss-std:   3.52984500
tick 43    kimg 44.3      time 48m 50s      sec/tick 67.5    sec/kimg 65.89   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1099.99597168 | loss-std:  15.22176266
Step: 1 | Loss-mean:  66.91406250 | loss-std:   1.56401277
Step: 2 | Loss-mean:  14.12972927 | loss-std:   3.54705787
Step: 0 | Loss-mean: 1098.31274414 | loss-std:  14.26009369
Step: 1 | Loss-mean:  66.73720551 | loss-std:   1.69907033
Step: 2 | Loss-mean:  16.46069527 | loss-std:   4.80374956
Step: 0 | Loss-mean: 1098.20483398 | loss-std:  13.73443699
Step: 1 | Loss-mean:  66.66075134 | loss-std:   1.59522557
Step: 2 | Loss-mean:  20.05316925 | loss-std:   4.07832670
Step: 0 | Loss-mean: 1099.32629395 | loss-std:  14.94913387
Step: 1 | Loss-mean:  67.15109253 | loss-std:   1.81269574
Step: 2 | Loss-mean:  21.17372131 | loss-std:   6.50283957
tick 44    kimg 45.3      time 49m 57s      sec/tick 67.4    sec/kimg 65.86   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1099.68151855 | loss-std:  14.72811317
Step: 1 | Loss-mean:  66.87114716 | loss-std:   1.67169893
Step: 2 | Loss-mean:  16.48607063 | loss-std:   4.20823526
Step: 0 | Loss-mean: 1097.89843750 | loss-std:  14.49775505
Step: 1 | Loss-mean:  66.58155823 | loss-std:   1.79013693
Step: 2 | Loss-mean:  15.74995804 | loss-std:   4.27328205
Step: 0 | Loss-mean: 1096.73120117 | loss-std:  14.41473770
Step: 1 | Loss-mean:  66.06661224 | loss-std:   1.65677941
Step: 2 | Loss-mean:  17.19951439 | loss-std:   4.62906837
Step: 0 | Loss-mean: 1097.59082031 | loss-std:  15.22081375
Step: 1 | Loss-mean:  65.48770142 | loss-std:   1.73397660
Step: 2 | Loss-mean:  15.65820885 | loss-std:   4.97128153
tick 45    kimg 46.3      time 51m 05s      sec/tick 67.4    sec/kimg 65.85   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1098.16210938 | loss-std:  14.20622826
Step: 1 | Loss-mean:  65.03131104 | loss-std:   1.68090785
Step: 2 | Loss-mean:  15.74420834 | loss-std:   4.16340494
Step: 0 | Loss-mean: 1097.28320312 | loss-std:  14.27914143
Step: 1 | Loss-mean:  64.54045105 | loss-std:   1.66028726
Step: 2 | Loss-mean:  15.42171478 | loss-std:   4.03078604
Step: 0 | Loss-mean: 1096.40771484 | loss-std:  15.12862778
Step: 1 | Loss-mean:  64.28721619 | loss-std:   1.72374237
Step: 2 | Loss-mean:  16.54635429 | loss-std:   4.64510536
Step: 0 | Loss-mean: 1098.19409180 | loss-std:  15.27288818
Step: 1 | Loss-mean:  64.61131287 | loss-std:   1.66926181
Step: 2 | Loss-mean:  19.24382210 | loss-std:   3.73712444
tick 46    kimg 47.4      time 52m 12s      sec/tick 67.4    sec/kimg 65.83   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1096.00830078 | loss-std:  14.64451313
Step: 1 | Loss-mean:  64.72312164 | loss-std:   1.90982044
Step: 2 | Loss-mean:  21.90797424 | loss-std:   6.73326826
Step: 0 | Loss-mean: 1098.58117676 | loss-std:  13.62237453
Step: 1 | Loss-mean:  64.01647186 | loss-std:   1.52650476
Step: 2 | Loss-mean:  16.81452560 | loss-std:   3.83579946
Step: 0 | Loss-mean: 1095.63012695 | loss-std:  13.11053181
Step: 1 | Loss-mean:  63.34416580 | loss-std:   1.52446854
Step: 2 | Loss-mean:  16.60617065 | loss-std:   4.32424593
Step: 0 | Loss-mean: 1097.98095703 | loss-std:  14.48313046
Step: 1 | Loss-mean:  63.33967590 | loss-std:   1.71265292
Step: 2 | Loss-mean:  17.19164276 | loss-std:   5.51697922
tick 47    kimg 48.4      time 53m 19s      sec/tick 67.4    sec/kimg 65.87   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1095.54223633 | loss-std:  13.62655735
Step: 1 | Loss-mean:  62.66718292 | loss-std:   1.58208609
Step: 2 | Loss-mean:  16.36540985 | loss-std:   4.18886518
Step: 0 | Loss-mean: 1096.12658691 | loss-std:  13.66084003
Step: 1 | Loss-mean:  62.51397705 | loss-std:   1.66213930
Step: 2 | Loss-mean:  16.15962410 | loss-std:   4.46280766
Step: 0 | Loss-mean: 1095.53393555 | loss-std:  14.36850071
Step: 1 | Loss-mean:  62.12154007 | loss-std:   1.66264164
Step: 2 | Loss-mean:  15.01609325 | loss-std:   4.31390810
Step: 0 | Loss-mean: 1095.67309570 | loss-std:  13.79378414
Step: 1 | Loss-mean:  61.85240936 | loss-std:   1.64667785
Step: 2 | Loss-mean:  16.10238838 | loss-std:   3.76475716
tick 48    kimg 49.4      time 54m 27s      sec/tick 67.4    sec/kimg 65.81   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1094.54907227 | loss-std:  14.28891945
Step: 1 | Loss-mean:  61.78641510 | loss-std:   1.74788296
Step: 2 | Loss-mean:  19.65724182 | loss-std:   5.67416954
Step: 0 | Loss-mean: 1094.46704102 | loss-std:  12.86553001
Step: 1 | Loss-mean:  62.08791733 | loss-std:   1.34758079
Step: 2 | Loss-mean:  20.16617584 | loss-std:   3.98035264
Step: 0 | Loss-mean: 1095.11474609 | loss-std:  14.44901085
Step: 1 | Loss-mean:  61.78634644 | loss-std:   1.66572762
Step: 2 | Loss-mean:  18.38501740 | loss-std:   5.40039062
Step: 0 | Loss-mean: 1094.98632812 | loss-std:  15.15061092
Step: 1 | Loss-mean:  61.18731689 | loss-std:   1.77823937
Step: 2 | Loss-mean:  16.84415627 | loss-std:   5.14602661
tick 49    kimg 50.4      time 55m 34s      sec/tick 67.5    sec/kimg 65.88   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1094.00488281 | loss-std:  14.53569984
Step: 1 | Loss-mean:  60.75006866 | loss-std:   1.55768418
Step: 2 | Loss-mean:  18.34092140 | loss-std:   4.41253233
Step: 0 | Loss-mean: 1095.06518555 | loss-std:  13.97494507
Step: 1 | Loss-mean:  60.69234848 | loss-std:   1.71786273
Step: 2 | Loss-mean:  16.11498451 | loss-std:   4.38888311
Step: 0 | Loss-mean: 1095.43261719 | loss-std:  14.32500362
Step: 1 | Loss-mean:  60.58174133 | loss-std:   1.66424572
Step: 2 | Loss-mean:  15.91810322 | loss-std:   4.77795076
Step: 0 | Loss-mean: 1093.15625000 | loss-std:  13.85391235
Step: 1 | Loss-mean:  60.04506683 | loss-std:   1.79465032
Step: 2 | Loss-mean:  15.97986698 | loss-std:   4.84316635
tick 50    kimg 51.5      time 56m 42s      sec/tick 67.5    sec/kimg 65.88   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1093.93237305 | loss-std:  15.42712593
Step: 1 | Loss-mean:  59.99482727 | loss-std:   1.69696593
Step: 2 | Loss-mean:  17.82715225 | loss-std:   4.16865301
Step: 0 | Loss-mean: 1094.25122070 | loss-std:  14.19727516
Step: 1 | Loss-mean:  60.37181854 | loss-std:   1.70536542
Step: 2 | Loss-mean:  18.97031975 | loss-std:   5.89551067
Step: 0 | Loss-mean: 1093.81176758 | loss-std:  14.97558308
Step: 1 | Loss-mean:  60.04933167 | loss-std:   1.72164392
Step: 2 | Loss-mean:  17.18373680 | loss-std:   4.35429430
Step: 0 | Loss-mean: 1092.21313477 | loss-std:  15.62856674
Step: 1 | Loss-mean:  59.25395203 | loss-std:   1.81010652
Step: 2 | Loss-mean:  17.04018402 | loss-std:   3.99194503
tick 51    kimg 52.5      time 57m 49s      sec/tick 67.5    sec/kimg 65.90   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1093.55859375 | loss-std:  13.46266079
Step: 1 | Loss-mean:  59.54647827 | loss-std:   1.89424610
Step: 2 | Loss-mean:  18.94522667 | loss-std:   6.45046139
Step: 0 | Loss-mean: 1092.16992188 | loss-std:  13.98838711
Step: 1 | Loss-mean:  58.84813690 | loss-std:   1.71456099
Step: 2 | Loss-mean:  16.67605972 | loss-std:   4.16276932
Step: 0 | Loss-mean: 1090.77758789 | loss-std:  14.47376633
Step: 1 | Loss-mean:  58.10169601 | loss-std:   1.69178176
Step: 2 | Loss-mean:  14.83765030 | loss-std:   4.29857302
Step: 0 | Loss-mean: 1091.15881348 | loss-std:  14.61017799
Step: 1 | Loss-mean:  57.90528488 | loss-std:   1.79157329
Step: 2 | Loss-mean:  16.14715958 | loss-std:   4.85112715
tick 52    kimg 53.5      time 58m 57s      sec/tick 67.4    sec/kimg 65.85   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1092.35412598 | loss-std:  14.65910721
Step: 1 | Loss-mean:  57.64222717 | loss-std:   1.60307705
Step: 2 | Loss-mean:  15.78594208 | loss-std:   3.59865212
Step: 0 | Loss-mean: 1092.46582031 | loss-std:  14.41601562
Step: 1 | Loss-mean:  57.68358994 | loss-std:   1.77986717
Step: 2 | Loss-mean:  16.24779320 | loss-std:   4.30534410
Step: 0 | Loss-mean: 1093.06982422 | loss-std:  14.57294941
Step: 1 | Loss-mean:  57.52214813 | loss-std:   1.54305339
Step: 2 | Loss-mean:  17.46739578 | loss-std:   3.23914862
Step: 0 | Loss-mean: 1092.80883789 | loss-std:  14.80066872
Step: 1 | Loss-mean:  57.49488068 | loss-std:   1.74929607
Step: 2 | Loss-mean:  18.51957893 | loss-std:   5.26763773
tick 53    kimg 54.5      time 1h 00m 04s   sec/tick 67.4    sec/kimg 65.86   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1092.19201660 | loss-std:  14.82309532
Step: 1 | Loss-mean:  57.71676254 | loss-std:   1.71972179
Step: 2 | Loss-mean:  18.94525909 | loss-std:   3.84971905
Step: 0 | Loss-mean: 1091.46813965 | loss-std:  14.35793686
Step: 1 | Loss-mean:  57.60602570 | loss-std:   1.83392322
Step: 2 | Loss-mean:  18.67970276 | loss-std:   5.58316660
Step: 0 | Loss-mean: 1091.51953125 | loss-std:  14.64500332
Step: 1 | Loss-mean:  56.94766998 | loss-std:   1.69918513
Step: 2 | Loss-mean:  16.12640572 | loss-std:   4.00680637
Step: 0 | Loss-mean: 1090.33166504 | loss-std:  14.95395374
Step: 1 | Loss-mean:  56.28128052 | loss-std:   1.66405392
Step: 2 | Loss-mean:  15.62845039 | loss-std:   3.71479368
tick 54    kimg 55.6      time 1h 01m 12s   sec/tick 67.5    sec/kimg 65.88   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1090.68420410 | loss-std:  14.84973240
Step: 1 | Loss-mean:  56.10757446 | loss-std:   1.65660107
Step: 2 | Loss-mean:  15.17633915 | loss-std:   4.21741486
Step: 0 | Loss-mean: 1088.83654785 | loss-std:  14.14518356
Step: 1 | Loss-mean:  55.53794479 | loss-std:   1.75407815
Step: 2 | Loss-mean:  15.62220192 | loss-std:   3.97286701
Step: 0 | Loss-mean: 1090.40856934 | loss-std:  13.72693634
Step: 1 | Loss-mean:  55.43045044 | loss-std:   1.56962109
Step: 2 | Loss-mean:  15.24141312 | loss-std:   3.65601373
Step: 0 | Loss-mean: 1089.42272949 | loss-std:  14.36623573
Step: 1 | Loss-mean:  55.49048233 | loss-std:   1.76656377
Step: 2 | Loss-mean:  19.13326836 | loss-std:   5.36438751
tick 55    kimg 56.6      time 1h 02m 19s   sec/tick 67.5    sec/kimg 65.89   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1088.85937500 | loss-std:  14.71976280
Step: 1 | Loss-mean:  55.38941193 | loss-std:   1.76713204
Step: 2 | Loss-mean:  17.43811607 | loss-std:   3.48935866
Step: 0 | Loss-mean: 1090.56738281 | loss-std:  13.91003227
Step: 1 | Loss-mean:  54.84400558 | loss-std:   1.59066629
Step: 2 | Loss-mean:  15.43055439 | loss-std:   3.69781756
Step: 0 | Loss-mean: 1089.78625488 | loss-std:  14.98280239
Step: 1 | Loss-mean:  54.85848999 | loss-std:   1.77247500
Step: 2 | Loss-mean:  17.86185455 | loss-std:   4.65571022
Step: 0 | Loss-mean: 1089.44445801 | loss-std:  15.42181492
Step: 1 | Loss-mean:  55.13324356 | loss-std:   1.72594428
Step: 2 | Loss-mean:  20.85020447 | loss-std:   4.44230795
